Date,Exercise,Sets,Reps,Weight,Muscle Group
2023-03-05,Tirate orizzontali ai cavi,4,10,37.567567567567565,Schiena
2023-03-05,Pull down ai cavi,4,12,23.37837837837838,Tricipiti
2023-03-05,Curl con manubri,4,12,14.18918918918919,Bicipiti
2023-03-05,Curl su panca inclinata,4,12,12.18918918918919,Bicipiti
2023-03-06,Squat,5,5,131.8918918918919,Gambe
2023-03-06,Sissy squat,4,12,13.378378378378379,Gambe
2023-03-06,Leg extention,4,12,71.75675675675676,Gambe
2023-03-07,Squat,5,5,132.0849420849421,Gambe
2023-03-07,Sissy squat,4,12,13.416988416988417,Gambe
2023-03-07,Leg extention,4,12,71.83397683397683,Gambe
2023-03-09,Stacco,5,5,150.5019305019305,Schiena
2023-03-09,Lat machine,4,10,80.25096525096525,Schiena
2023-03-09,Tirate orizzontali ai cavi,4,10,37.625482625482626,Schiena
2023-03-09,Pull down ai cavi,4,12,23.416988416988417,Tricipiti
2023-03-09,Curl con manubri,4,12,14.208494208494209,Bicipiti
2023-03-09,Curl su panca inclinata,4,12,12.208494208494209,Bicipiti
2023-03-10,Squat,5,5,132.0849420849421,Gambe
2023-03-10,Sissy squat,4,12,13.416988416988417,Gambe
2023-03-10,Leg extention,4,12,71.83397683397683,Gambe
2023-03-11,Panca,5,5,113.66795366795367,Petto
2023-03-11,Panca inclinata,4,10,43.41698841698842,Petto
2023-03-11,Croci,4,12,22.625482625482626,Petto
2023-03-11,Military press,4,8,36.833976833976834,Spalle
2023-03-11,Alzate laterali,4,12,12.05019305019305,Spalle
2023-03-12,Stacco,5,5,150.5019305019305,Schiena
2023-03-12,Lat machine,4,10,80.25096525096525,Schiena
2023-03-12,Tirate orizzontali ai cavi,4,10,37.625482625482626,Schiena
2023-03-12,Pull down ai cavi,4,12,23.416988416988417,Tricipiti
2023-03-12,Curl con manubri,4,12,14.208494208494209,Bicipiti
2023-03-12,Curl su panca inclinata,4,12,12.208494208494209,Bicipiti
2023-03-13,Squat,5,5,132.0849420849421,Gambe
2023-03-13,Sissy squat,4,12,13.416988416988417,Gambe
2023-03-13,Leg extention,4,12,71.83397683397683,Gambe
2023-03-14,Squat,5,5,132.27799227799227,Gambe
2023-03-14,Sissy squat,4,12,13.455598455598455,Gambe
2023-03-14,Leg extention,4,12,71.91119691119691,Gambe
2023-03-15,Panca,5,5,113.82239382239382,Petto
2023-03-15,Panca inclinata,4,10,43.455598455598455,Petto
2023-03-15,Croci,4,12,22.683397683397686,Petto
2023-03-15,Military press,4,8,36.91119691119691,Spalle
2023-03-15,Alzate laterali,4,12,12.073359073359073,Spalle
2023-03-16,Stacco,5,5,150.73359073359075,Schiena
2023-03-16,Lat machine,4,10,80.36679536679537,Schiena
2023-03-16,Tirate orizzontali ai cavi,4,10,37.683397683397686,Schiena
2023-03-16,Pull down ai cavi,4,12,23.455598455598455,Tricipiti
2023-03-16,Curl con manubri,4,12,14.227799227799228,Bicipiti
2023-03-16,Curl su panca inclinata,4,12,12.227799227799228,Bicipiti
2023-03-17,Squat,5,5,132.27799227799227,Gambe
2023-03-17,Sissy squat,4,12,13.455598455598455,Gambe
2023-03-17,Leg extention,4,12,71.91119691119691,Gambe
2023-03-18,Panca,5,5,113.82239382239382,Petto
2023-03-18,Panca inclinata,4,10,43.455598455598455,Petto
2023-03-18,Croci,4,12,22.683397683397686,Petto
2023-03-18,Military press,4,8,36.91119691119691,Spalle
2023-03-18,Alzate laterali,4,12,12.073359073359073,Spalle
2023-03-20,Squat,5,5,132.27799227799227,Gambe
2023-03-20,Sissy squat,4,12,13.455598455598455,Gambe
2023-03-20,Leg extention,4,12,71.91119691119691,Gambe
2023-03-22,Panca,5,5,113.97683397683397,Petto
2023-03-22,Panca inclinata,4,10,43.49420849420849,Petto
2023-03-22,Croci,4,12,22.74131274131274,Petto
2023-03-22,Military press,4,8,36.988416988416986,Spalle
2023-03-22,Alzate laterali,4,12,12.096525096525095,Spalle
2023-03-23,Stacco,5,5,150.96525096525096,Schiena
2023-03-23,Lat machine,4,10,80.48262548262548,Schiena
2023-03-23,Tirate orizzontali ai cavi,4,10,37.74131274131274,Schiena
2023-03-23,Pull down ai cavi,4,12,23.494208494208493,Tricipiti
2023-03-23,Curl con manubri,4,12,14.247104247104247,Bicipiti
2023-03-23,Curl su panca inclinata,4,12,12.247104247104247,Bicipiti
2023-03-24,Squat,5,5,132.47104247104247,Gambe
2023-03-24,Sissy squat,4,12,13.494208494208493,Gambe
2023-03-24,Leg extention,4,12,71.98841698841699,Gambe
2023-03-25,Panca,5,5,113.97683397683397,Petto
2023-03-25,Panca inclinata,4,10,43.49420849420849,Petto
2023-03-25,Croci,4,12,22.74131274131274,Petto
2023-03-25,Military press,4,8,36.988416988416986,Spalle
2023-03-25,Alzate laterali,4,12,12.096525096525095,Spalle
2023-03-26,Stacco,5,5,150.96525096525096,Schiena
2023-03-26,Lat machine,4,10,80.48262548262548,Schiena
2023-03-26,Tirate orizzontali ai cavi,4,10,37.74131274131274,Schiena
2023-03-26,Pull down ai cavi,4,12,23.494208494208493,Tricipiti
2023-03-26,Curl con manubri,4,12,14.247104247104247,Bicipiti
2023-03-26,Curl su panca inclinata,4,12,12.247104247104247,Bicipiti
2023-03-27,Squat,5,5,132.47104247104247,Gambe
2023-03-27,Sissy squat,4,12,13.494208494208493,Gambe
2023-03-27,Leg extention,4,12,71.98841698841699,Gambe
2023-03-28,Squat,5,5,132.66409266409266,Gambe
2023-03-28,Sissy squat,4,12,13.532818532818533,Gambe
2023-03-28,Leg extention,4,12,72.06563706563706,Gambe
2023-03-29,Panca,5,5,114.13127413127413,Petto
2023-03-29,Panca inclinata,4,10,43.53281853281853,Petto
2023-03-29,Croci,4,12,22.7992277992278,Petto
2023-03-29,Military press,4,8,37.06563706563706,Spalle
2023-03-29,Alzate laterali,4,12,12.119691119691119,Spalle
2023-03-30,Stacco,5,5,151.1969111969112,Schiena
2023-03-30,Lat machine,4,10,80.5984555984556,Schiena
2023-03-30,Tirate orizzontali ai cavi,4,10,37.7992277992278,Schiena
2023-03-30,Pull down ai cavi,4,12,23.53281853281853,Tricipiti
2023-03-30,Curl con manubri,4,12,14.266409266409266,Bicipiti
2023-03-30,Curl su panca inclinata,4,12,12.266409266409266,Bicipiti
2023-03-31,Squat,5,5,132.66409266409266,Gambe
2023-03-31,Sissy squat,4,12,13.532818532818533,Gambe
2023-03-31,Leg extention,4,12,72.06563706563706,Gambe
2023-04-01,Panca,5,5,114.13127413127413,Petto
2023-04-01,Panca inclinata,4,10,43.53281853281853,Petto
2023-04-01,Croci,4,12,22.7992277992278,Petto
2023-04-01,Military press,4,8,37.06563706563706,Spalle
2023-04-01,Alzate laterali,4,12,12.119691119691119,Spalle
2023-04-03,Squat,5,5,132.66409266409266,Gambe
2023-04-03,Sissy squat,4,12,13.532818532818533,Gambe
2023-04-03,Leg extention,4,12,72.06563706563706,Gambe
2023-04-05,Panca,5,5,114.28571428571428,Petto
2023-04-05,Panca inclinata,4,10,43.57142857142857,Petto
2023-04-05,Croci,4,12,22.857142857142858,Petto
2023-04-05,Military press,4,8,37.14285714285714,Spalle
2023-04-05,Alzate laterali,4,12,12.142857142857142,Spalle
2023-04-06,Stacco,5,5,151.42857142857144,Schiena
2023-04-06,Lat machine,4,10,80.71428571428572,Schiena
2023-04-06,Tirate orizzontali ai cavi,4,10,37.85714285714286,Schiena
2023-04-06,Pull down ai cavi,4,12,23.57142857142857,Tricipiti
2023-04-06,Curl con manubri,4,12,14.285714285714285,Bicipiti
2023-04-06,Curl su panca inclinata,4,12,12.285714285714285,Bicipiti
2023-04-07,Squat,5,5,132.85714285714286,Gambe
2023-04-07,Sissy squat,4,12,13.571428571428571,Gambe
2023-04-07,Leg extention,4,12,72.14285714285714,Gambe
2023-04-08,Panca,5,5,114.28571428571428,Petto
2023-04-08,Panca inclinata,4,10,43.57142857142857,Petto
2023-04-08,Croci,4,12,22.857142857142858,Petto
2023-04-08,Military press,4,8,37.14285714285714,Spalle
2023-04-08,Alzate laterali,4,12,12.142857142857142,Spalle
2023-04-09,Stacco,5,5,151.42857142857144,Schiena
2023-04-09,Lat machine,4,10,80.71428571428572,Schiena
2023-04-09,Tirate orizzontali ai cavi,4,10,37.85714285714286,Schiena
2023-04-09,Pull down ai cavi,4,12,23.57142857142857,Tricipiti
2023-04-09,Curl con manubri,4,12,14.285714285714285,Bicipiti
2023-04-09,Curl su panca inclinata,4,12,12.285714285714285,Bicipiti
2023-04-10,Squat,5,5,132.85714285714286,Gambe
2023-04-10,Sissy squat,4,12,13.571428571428571,Gambe
2023-04-10,Leg extention,4,12,72.14285714285714,Gambe
2023-04-11,Squat,5,5,133.05019305019306,Gambe
2023-04-11,Sissy squat,4,12,13.61003861003861,Gambe
2023-04-11,Leg extention,4,12,72.22007722007721,Gambe
2023-04-12,Panca,5,5,114.44015444015443,Petto
2023-04-12,Panca inclinata,4,10,43.61003861003861,Petto
2023-04-12,Croci,4,12,22.915057915057915,Petto
2023-04-12,Military press,4,8,37.220077220077215,Spalle
2023-04-12,Alzate laterali,4,12,12.166023166023166,Spalle
2023-04-13,Stacco,5,5,151.66023166023166,Schiena
2023-04-13,Lat machine,4,10,80.83011583011583,Schiena
2023-04-13,Tirate orizzontali ai cavi,4,10,37.915057915057915,Schiena
2023-04-13,Pull down ai cavi,4,12,23.610038610038607,Tricipiti
2023-04-13,Curl con manubri,4,12,14.305019305019304,Bicipiti
2023-04-13,Curl su panca inclinata,4,12,12.305019305019304,Bicipiti
2023-04-14,Squat,5,5,133.05019305019306,Gambe
2023-04-14,Sissy squat,4,12,13.61003861003861,Gambe
2023-04-14,Leg extention,4,12,72.22007722007721,Gambe
2023-04-15,Panca,5,5,114.44015444015443,Petto
2023-04-15,Panca inclinata,4,10,43.61003861003861,Petto
2023-04-15,Croci,4,12,22.915057915057915,Petto
2023-04-15,Military press,4,8,37.220077220077215,Spalle
2023-04-15,Alzate laterali,4,12,12.166023166023166,Spalle
2023-04-17,Squat,5,5,133.05019305019306,Gambe
2023-04-17,Sissy squat,4,12,13.61003861003861,Gambe
2023-04-17,Leg extention,4,12,72.22007722007721,Gambe
2023-04-18,Squat,5,5,133.24324324324323,Gambe
2023-04-18,Sissy squat,4,12,13.64864864864865,Gambe
2023-04-18,Leg extention,4,12,72.29729729729729,Gambe
2023-04-20,Stacco,5,5,151.8918918918919,Schiena
2023-04-20,Lat machine,4,10,80.94594594594595,Schiena
2023-04-20,Tirate orizzontali ai cavi,4,10,37.972972972972975,Schiena
2023-04-20,Pull down ai cavi,4,12,23.64864864864865,Tricipiti
2023-04-20,Curl con manubri,4,12,14.324324324324325,Bicipiti
2023-04-20,Curl su panca inclinata,4,12,12.324324324324325,Bicipiti
2023-04-21,Squat,5,5,133.24324324324323,Gambe
2023-04-21,Sissy squat,4,12,13.64864864864865,Gambe
2023-04-21,Leg extention,4,12,72.29729729729729,Gambe
2023-04-22,Panca,5,5,114.5945945945946,Petto
2023-04-22,Panca inclinata,4,10,43.648648648648646,Petto
2023-04-22,Croci,4,12,22.972972972972975,Petto
2023-04-22,Military press,4,8,37.2972972972973,Spalle
2023-04-22,Alzate laterali,4,12,12.18918918918919,Spalle
2023-04-23,Stacco,5,5,151.8918918918919,Schiena
2023-04-23,Lat machine,4,10,80.94594594594595,Schiena
2023-04-23,Tirate orizzontali ai cavi,4,10,37.972972972972975,Schiena
2023-04-23,Pull down ai cavi,4,12,23.64864864864865,Tricipiti
2023-04-23,Curl con manubri,4,12,14.324324324324325,Bicipiti
2023-04-23,Curl su panca inclinata,4,12,12.324324324324325,Bicipiti
2023-04-24,Squat,5,5,133.24324324324323,Gambe
2023-04-24,Sissy squat,4,12,13.64864864864865,Gambe
2023-04-24,Leg extention,4,12,72.29729729729729,Gambe
2023-04-25,Squat,5,5,133.43629343629345,Gambe
2023-04-25,Sissy squat,4,12,13.687258687258687,Gambe
2023-04-25,Leg extention,4,12,72.37451737451738,Gambe
2023-04-26,Panca,5,5,114.74903474903475,Petto
2023-04-26,Panca inclinata,4,10,43.68725868725869,Petto
2023-04-26,Croci,4,12,23.03088803088803,Petto
2023-04-26,Military press,4,8,37.374517374517374,Spalle
2023-04-26,Alzate laterali,4,12,12.212355212355213,Spalle
2023-04-27,Stacco,5,5,152.12355212355212,Schiena
2023-04-27,Lat machine,4,10,81.06177606177606,Schiena
2023-04-27,Tirate orizzontali ai cavi,4,10,38.03088803088803,Schiena
2023-04-27,Pull down ai cavi,4,12,23.687258687258687,Tricipiti
2023-04-27,Curl con manubri,4,12,14.343629343629344,Bicipiti
2023-04-27,Curl su panca inclinata,4,12,12.343629343629344,Bicipiti
2023-04-28,Squat,5,5,133.43629343629345,Gambe
2023-04-28,Sissy squat,4,12,13.687258687258687,Gambe
2023-04-28,Leg extention,4,12,72.37451737451738,Gambe
2023-04-29,Panca,5,5,114.74903474903475,Petto
2023-04-29,Panca inclinata,4,10,43.68725868725869,Petto
2023-04-29,Croci,4,12,23.03088803088803,Petto
2023-04-29,Military press,4,8,37.374517374517374,Spalle
2023-04-29,Alzate laterali,4,12,12.212355212355213,Spalle
2023-05-01,Squat,5,5,133.43629343629345,Gambe
2023-05-01,Sissy squat,4,12,13.687258687258687,Gambe
2023-05-01,Leg extention,4,12,72.37451737451738,Gambe
2023-05-02,Squat,5,5,133.62934362934362,Gambe
2023-05-02,Sissy squat,4,12,13.725868725868725,Gambe
2023-05-02,Leg extention,4,12,72.45173745173744,Gambe
2023-05-04,Stacco,5,5,152.35521235521236,Schiena
2023-05-04,Lat machine,4,10,81.17760617760618,Schiena
2023-05-04,Tirate orizzontali ai cavi,4,10,38.08880308880309,Schiena
2023-05-04,Pull down ai cavi,4,12,23.725868725868725,Tricipiti
2023-05-04,Curl con manubri,4,12,14.362934362934363,Bicipiti
2023-05-04,Curl su panca inclinata,4,12,12.362934362934363,Bicipiti
2023-05-05,Squat,5,5,133.62934362934362,Gambe
2023-05-05,Sissy squat,4,12,13.725868725868725,Gambe
2023-05-05,Leg extention,4,12,72.45173745173744,Gambe
2023-05-06,Panca,5,5,114.9034749034749,Petto
2023-05-06,Panca inclinata,4,10,43.72586872586872,Petto
2023-05-06,Croci,4,12,23.08880308880309,Petto
2023-05-06,Military press,4,8,37.45173745173745,Spalle
2023-05-06,Alzate laterali,4,12,12.235521235521235,Spalle
2023-05-07,Stacco,5,5,152.35521235521236,Schiena
2023-05-07,Lat machine,4,10,81.17760617760618,Schiena
2023-05-07,Tirate orizzontali ai cavi,4,10,38.08880308880309,Schiena
2023-05-07,Pull down ai cavi,4,12,23.725868725868725,Tricipiti
2023-05-07,Curl con manubri,4,12,14.362934362934363,Bicipiti
2023-05-07,Curl su panca inclinata,4,12,12.362934362934363,Bicipiti
2023-05-08,Squat,5,5,133.62934362934362,Gambe
2023-05-08,Sissy squat,4,12,13.725868725868725,Gambe
2023-05-08,Leg extention,4,12,72.45173745173744,Gambe
2023-05-09,Squat,5,5,133.82239382239382,Gambe
2023-05-09,Sissy squat,4,12,13.764478764478765,Gambe
2023-05-09,Leg extention,4,12,72.52895752895753,Gambe
2023-05-10,Panca,5,5,115.05791505791507,Petto
2023-05-10,Panca inclinata,4,10,43.76447876447877,Petto
2023-05-10,Croci,4,12,23.146718146718147,Petto
2023-05-10,Military press,4,8,37.528957528957534,Spalle
2023-05-10,Alzate laterali,4,12,12.258687258687258,Spalle
2023-05-11,Stacco,5,5,152.58687258687257,Schiena
2023-05-11,Lat machine,4,10,81.29343629343629,Schiena
2023-05-11,Tirate orizzontali ai cavi,4,10,38.14671814671814,Schiena
2023-05-11,Pull down ai cavi,4,12,23.764478764478767,Tricipiti
2023-05-11,Curl con manubri,4,12,14.382239382239383,Bicipiti
2023-05-11,Curl su panca inclinata,4,12,12.382239382239383,Bicipiti
2023-05-13,Panca,5,5,115.05791505791507,Petto
2023-05-13,Panca inclinata,4,10,43.76447876447877,Petto
2023-05-13,Croci,4,12,23.146718146718147,Petto
2023-05-13,Military press,4,8,37.528957528957534,Spalle
2023-05-13,Alzate laterali,4,12,12.258687258687258,Spalle
2023-05-14,Stacco,5,5,152.58687258687257,Schiena
2023-05-14,Lat machine,4,10,81.29343629343629,Schiena
2023-05-14,Tirate orizzontali ai cavi,4,10,38.14671814671814,Schiena
2023-05-14,Pull down ai cavi,4,12,23.764478764478767,Tricipiti
2023-05-14,Curl con manubri,4,12,14.382239382239383,Bicipiti
2023-05-14,Curl su panca inclinata,4,12,12.382239382239383,Bicipiti
2023-05-15,Squat,5,5,133.82239382239382,Gambe
2023-05-15,Sissy squat,4,12,13.764478764478765,Gambe
2023-05-15,Leg extention,4,12,72.52895752895753,Gambe
2023-05-16,Squat,5,5,134.01544401544402,Gambe
2023-05-16,Sissy squat,4,12,13.803088803088803,Gambe
2023-05-16,Leg extention,4,12,72.60617760617761,Gambe
2023-05-18,Stacco,5,5,152.81853281853282,Schiena
2023-05-18,Lat machine,4,10,81.40926640926641,Schiena
2023-05-18,Tirate orizzontali ai cavi,4,10,38.204633204633204,Schiena
2023-05-18,Pull down ai cavi,4,12,23.803088803088805,Tricipiti
2023-05-18,Curl con manubri,4,12,14.401544401544403,Bicipiti
2023-05-18,Curl su panca inclinata,4,12,12.401544401544403,Bicipiti
2023-05-19,Squat,5,5,134.01544401544402,Gambe
2023-05-19,Sissy squat,4,12,13.803088803088803,Gambe
2023-05-19,Leg extention,4,12,72.60617760617761,Gambe
2023-05-20,Panca,5,5,115.21235521235522,Petto
2023-05-20,Panca inclinata,4,10,43.803088803088805,Petto
2023-05-20,Croci,4,12,23.204633204633204,Petto
2023-05-20,Military press,4,8,37.60617760617761,Spalle
2023-05-20,Alzate laterali,4,12,12.281853281853282,Spalle
2023-05-21,Stacco,5,5,152.81853281853282,Schiena
2023-05-21,Lat machine,4,10,81.40926640926641,Schiena
2023-05-21,Tirate orizzontali ai cavi,4,10,38.204633204633204,Schiena
2023-05-21,Pull down ai cavi,4,12,23.803088803088805,Tricipiti
2023-05-21,Curl con manubri,4,12,14.401544401544403,Bicipiti
2023-05-21,Curl su panca inclinata,4,12,12.401544401544403,Bicipiti
2023-05-22,Squat,5,5,134.01544401544402,Gambe
2023-05-22,Sissy squat,4,12,13.803088803088803,Gambe
2023-05-22,Leg extention,4,12,72.60617760617761,Gambe
2023-05-24,Panca,5,5,115.36679536679537,Petto
2023-05-24,Panca inclinata,4,10,43.84169884169884,Petto
2023-05-24,Croci,4,12,23.262548262548265,Petto
2023-05-24,Military press,4,8,37.683397683397686,Spalle
2023-05-24,Alzate laterali,4,12,12.305019305019304,Spalle
2023-05-25,Stacco,5,5,153.05019305019306,Schiena
2023-05-25,Lat machine,4,10,81.52509652509653,Schiena
2023-05-25,Tirate orizzontali ai cavi,4,10,38.262548262548265,Schiena
2023-05-25,Pull down ai cavi,4,12,23.841698841698843,Tricipiti
2023-05-25,Curl con manubri,4,12,14.420849420849422,Bicipiti
2023-05-25,Curl su panca inclinata,4,12,12.420849420849422,Bicipiti
2023-05-26,Squat,5,5,134.20849420849422,Gambe
2023-05-26,Sissy squat,4,12,13.841698841698841,Gambe
2023-05-26,Leg extention,4,12,72.68339768339769,Gambe
2023-05-27,Panca,5,5,115.36679536679537,Petto
2023-05-27,Panca inclinata,4,10,43.84169884169884,Petto
2023-05-27,Croci,4,12,23.262548262548265,Petto
2023-05-27,Military press,4,8,37.683397683397686,Spalle
2023-05-27,Alzate laterali,4,12,12.305019305019304,Spalle
2023-05-28,Stacco,5,5,153.05019305019306,Schiena
2023-05-28,Lat machine,4,10,81.52509652509653,Schiena
2023-05-28,Tirate orizzontali ai cavi,4,10,38.262548262548265,Schiena
2023-05-28,Pull down ai cavi,4,12,23.841698841698843,Tricipiti
2023-05-28,Curl con manubri,4,12,14.420849420849422,Bicipiti
2023-05-28,Curl su panca inclinata,4,12,12.420849420849422,Bicipiti
2023-05-29,Squat,5,5,134.20849420849422,Gambe
2023-05-29,Sissy squat,4,12,13.841698841698841,Gambe
2023-05-29,Leg extention,4,12,72.68339768339769,Gambe
2023-05-30,Squat,5,5,134.4015444015444,Gambe
2023-05-30,Sissy squat,4,12,13.88030888030888,Gambe
2023-05-30,Leg extention,4,12,72.76061776061776,Gambe
2023-05-31,Panca,5,5,115.52123552123552,Petto
2023-05-31,Panca inclinata,4,10,43.88030888030888,Petto
2023-05-31,Croci,4,12,23.320463320463322,Petto
2023-05-31,Military press,4,8,37.76061776061776,Spalle
2023-05-31,Alzate laterali,4,12,12.328185328185327,Spalle
2023-06-01,Stacco,5,5,153.28185328185327,Schiena
2023-06-01,Lat machine,4,10,81.64092664092664,Schiena
2023-06-01,Tirate orizzontali ai cavi,4,10,38.32046332046332,Schiena
2023-06-01,Pull down ai cavi,4,12,23.88030888030888,Tricipiti
2023-06-01,Curl con manubri,4,12,14.44015444015444,Bicipiti
2023-06-01,Curl su panca inclinata,4,12,12.44015444015444,Bicipiti
2023-06-03,Panca,5,5,115.52123552123552,Petto
2023-06-03,Panca inclinata,4,10,43.88030888030888,Petto
2023-06-03,Croci,4,12,23.320463320463322,Petto
2023-06-03,Military press,4,8,37.76061776061776,Spalle
2023-06-03,Alzate laterali,4,12,12.328185328185327,Spalle
2023-06-04,Stacco,5,5,153.28185328185327,Schiena
2023-06-04,Lat machine,4,10,81.64092664092664,Schiena
2023-06-04,Tirate orizzontali ai cavi,4,10,38.32046332046332,Schiena
2023-06-04,Pull down ai cavi,4,12,23.88030888030888,Tricipiti
2023-06-04,Curl con manubri,4,12,14.44015444015444,Bicipiti
2023-06-04,Curl su panca inclinata,4,12,12.44015444015444,Bicipiti
2023-06-05,Squat,5,5,134.4015444015444,Gambe
2023-06-05,Sissy squat,4,12,13.88030888030888,Gambe
2023-06-05,Leg extention,4,12,72.76061776061776,Gambe
2023-06-06,Squat,5,5,134.59459459459458,Gambe
2023-06-06,Sissy squat,4,12,13.91891891891892,Gambe
2023-06-06,Leg extention,4,12,72.83783783783784,Gambe
2023-06-07,Panca,5,5,115.67567567567568,Petto
2023-06-07,Panca inclinata,4,10,43.91891891891892,Petto
2023-06-07,Croci,4,12,23.37837837837838,Petto
2023-06-07,Military press,4,8,37.83783783783784,Spalle
2023-06-07,Alzate laterali,4,12,12.35135135135135,Spalle
2023-06-08,Stacco,5,5,153.51351351351352,Schiena
2023-06-08,Lat machine,4,10,81.75675675675676,Schiena
2023-06-08,Tirate orizzontali ai cavi,4,10,38.37837837837838,Schiena
2023-06-08,Pull down ai cavi,4,12,23.91891891891892,Tricipiti
2023-06-08,Curl con manubri,4,12,14.45945945945946,Bicipiti
2023-06-08,Curl su panca inclinata,4,12,12.45945945945946,Bicipiti
2023-06-10,Panca,5,5,115.67567567567568,Petto
2023-06-10,Panca inclinata,4,10,43.91891891891892,Petto
2023-06-10,Croci,4,12,23.37837837837838,Petto
2023-06-10,Military press,4,8,37.83783783783784,Spalle
2023-06-10,Alzate laterali,4,12,12.35135135135135,Spalle
